#Time TotalMass(kg) flux(inlet) flux(outlet)
10052.82906 2.40127e-07 -9.37267e-40 0
10053.20656 2.44116e-07 -9.63673e-40 0
10053.58303 2.48122e-07 -9.90746e-40 0
10053.95847 2.52145e-07 -1.0185e-39 0
10054.33286 2.56185e-07 -1.04695e-39 0
10054.70623 2.60243e-07 -1.07611e-39 0
10055.07856 2.64316e-07 -1.106e-39 0
10055.44988 2.68407e-07 -1.13664e-39 0
10055.82021 2.72514e-07 -1.16803e-39 0
10056.1895 2.76637e-07 -1.20021e-39 0
10056.55781 2.80776e-07 -1.23317e-39 0
10056.92514 2.84931e-07 -1.26695e-39 0
10057.29145 2.89101e-07 -1.30156e-39 0
10057.6568 2.93287e-07 -1.33701e-39 0
10058.02117 2.97489e-07 -1.37333e-39 0
10058.38458 3.01706e-07 -1.41054e-39 0
10058.74702 3.05938e-07 -1.44865e-39 0
10059.10852 3.10186e-07 -1.48768e-39 0
10059.46906 3.14448e-07 -1.52766e-39 0
10059.82869 3.18725e-07 -1.5686e-39 0
10060.18768 3.23021e-07 -1.61057e-39 0
10060.54934 3.27374e-07 -1.65399e-39 0
10060.91099 3.31754e-07 -1.69857e-39 0
10061.27264 3.3616e-07 -1.74436e-39 0
10061.63429 3.40592e-07 -1.79138e-39 0
10061.99595 3.4505e-07 -1.83967e-39 0
10062.37109 3.49701e-07 -1.89116e-39 0
10062.74623 3.54381e-07 -1.9441e-39 0
10063.12137 3.59088e-07 -1.99851e-39 0
10063.49652 3.63824e-07 -2.05445e-39 0
10063.87166 3.68588e-07 -2.11196e-39 0
10064.26088 3.7356e-07 -2.17335e-39 0
10064.65011 3.78563e-07 -2.23654e-39 0
10065.03933 3.83595e-07 -2.30155e-39 0
10065.42855 3.88658e-07 -2.36846e-39 0
10065.81778 3.93752e-07 -2.43732e-39 0
10066.22139 3.99065e-07 -2.51087e-39 0
10066.625 4.0441e-07 -2.58664e-39 0
10067.02862 4.09788e-07 -2.6647e-39 0
10067.43223 4.15199e-07 -2.74512e-39 0
10067.83585 4.20642e-07 -2.82796e-39 0
10068.25425 4.26319e-07 -2.91652e-39 0
10068.67266 4.32031e-07 -3.00787e-39 0
10069.09106 4.37777e-07 -3.10207e-39 0
10069.50947 4.43559e-07 -3.19922e-39 0
10069.92787 4.49376e-07 -3.29941e-39 0
10070.36152 4.5544e-07 -3.40663e-39 0
10070.79516 4.61543e-07 -3.51733e-39 0
10071.2288 4.67683e-07 -3.63162e-39 0
10071.66244 4.7386e-07 -3.74963e-39 0
10072.09608 4.80075e-07 -3.87148e-39 0
10072.54534 4.86553e-07 -4.00196e-39 0
10072.9946 4.93071e-07 -4.13685e-39 0
10073.44385 4.9963e-07 -4.27628e-39 0
10073.89311 5.06229e-07 -4.42041e-39 0
10074.34237 5.12869e-07 -4.5694e-39 0
10074.80776 5.19788e-07 -4.72913e-39 0
10075.27314 5.26751e-07 -4.89444e-39 0
10075.73853 5.33757e-07 -5.06553e-39 0
10076.20392 5.40807e-07 -5.24261e-39 0
10076.6693 5.479e-07 -5.42587e-39 0
10077.15132 5.55291e-07 -5.62256e-39 0
10077.63334 5.62729e-07 -5.82638e-39 0
10078.11536 5.70213e-07 -6.03759e-39 0
10078.59738 5.77743e-07 -6.25645e-39 0
10079.07939 5.8532e-07 -6.48325e-39 0
10079.57852 5.93215e-07 -6.72693e-39 0
10080.07765 6.01159e-07 -6.97976e-39 0
10080.57678 6.09152e-07 -7.2421e-39 0
10081.07591 6.17196e-07 -7.5143e-39 0
10081.57504 6.2529e-07 -7.79672e-39 0
10082.09179 6.3372e-07 -8.10051e-39 0
10082.60854 6.42205e-07 -8.41613e-39 0
10083.12529 6.50742e-07 -8.74405e-39 0
10083.64204 6.59333e-07 -9.08475e-39 0
10084.15879 6.67978e-07 -9.43872e-39 0
10084.69376 6.76982e-07 -9.81997e-39 0
10085.22873 6.86044e-07 -1.02166e-38 0
10085.7637 6.95163e-07 -1.06293e-38 0
10086.29867 7.04339e-07 -1.10586e-38 0
10086.83364 7.13572e-07 -1.15053e-38 0
10087.38736 7.23189e-07 -1.1987e-38 0
10087.94109 7.32866e-07 -1.24888e-38 0
10088.49481 7.42605e-07 -1.30117e-38 0
10089.04853 7.52406e-07 -1.35565e-38 0
10089.60225 7.62267e-07 -1.4124e-38 0
10090.17536 7.72538e-07 -1.47369e-38 0
10090.74847 7.82874e-07 -1.53764e-38 0
10091.32158 7.93275e-07 -1.60437e-38 0
10091.89468 8.03743e-07 -1.67399e-38 0
10092.46779 8.14276e-07 -1.74664e-38 0
10093.06092 8.25245e-07 -1.8252e-38 0
10093.65405 8.36284e-07 -1.90729e-38 0
10094.24717 8.47394e-07 -1.99308e-38 0
10094.8403 8.58574e-07 -2.08273e-38 0
10095.43343 8.69825e-07 -2.1764e-38 0
10096.04719 8.81539e-07 -2.27786e-38 0
10096.66095 8.93329e-07 -2.38404e-38 0
10097.27471 9.05195e-07 -2.49517e-38 0
10097.88847 9.17135e-07 -2.61149e-38 0
10098.50223 9.29151e-07 -2.73322e-38 0
10099.13731 9.41663e-07 -2.86527e-38 0
10099.77238 9.54255e-07 -3.0037e-38 0
10100.40745 9.66927e-07 -3.14881e-38 0
10101.04253 9.7968e-07 -3.30093e-38 0
10101.6776 9.92514e-07 -3.46041e-38 0
10102.33465 1.00588e-06 -3.63366e-38 0
10102.99171 1.01932e-06 -3.81558e-38 0
10103.64876 1.03286e-06 -4.00661e-38 0
10104.30581 1.04648e-06 -4.20721e-38 0
10104.96286 1.06019e-06 -4.41785e-38 0
10105.64263 1.07446e-06 -4.64708e-38 0
10106.32241 1.08882e-06 -4.8882e-38 0
10107.00218 1.10327e-06 -5.14183e-38 0
10107.68195 1.11782e-06 -5.40862e-38 0
10108.36172 1.13246e-06 -5.68925e-38 0
10109.06495 1.1477e-06 -5.99518e-38 0
10109.76817 1.16304e-06 -6.31755e-38 0
10110.4714 1.17848e-06 -6.65726e-38 0
10111.17462 1.19402e-06 -7.01523e-38 0
10111.87785 1.20965e-06 -7.39245e-38 0
10112.60536 1.22593e-06 -7.80444e-38 0
10113.33286 1.24231e-06 -8.2394e-38 0
10114.06037 1.2588e-06 -8.69859e-38 0
10114.78788 1.2754e-06 -9.18337e-38 0
10115.51539 1.2921e-06 -9.69517e-38 0
10116.26789 1.30949e-06 -1.02551e-37 0
10117.02039 1.32699e-06 -1.08474e-37 0
10117.77289 1.3446e-06 -1.14739e-37 0
10118.52539 1.36232e-06 -1.21366e-37 0
10119.27789 1.38016e-06 -1.28375e-37 0
10120.05632 1.39873e-06 -1.3606e-37 0
10120.83474 1.41742e-06 -1.44205e-37 0
10121.61317 1.43623e-06 -1.52838e-37 0
10122.39159 1.45517e-06 -1.61987e-37 0
10123.17002 1.47422e-06 -1.71684e-37 0
10123.97517 1.49406e-06 -1.82336e-37 0
10124.78033 1.51402e-06 -1.93649e-37 0
10125.58548 1.53411e-06 -2.05664e-37 0
10126.39064 1.55434e-06 -2.18425e-37 0
10127.1958 1.57469e-06 -2.31977e-37 0
10128.02847 1.59587e-06 -2.46893e-37 0
10128.86114 1.61719e-06 -2.62768e-37 0
10129.69382 1.63865e-06 -2.79664e-37 0
10130.52649 1.66025e-06 -2.97647e-37 0
10131.35916 1.68199e-06 -3.16785e-37 0
10132.22041 1.70461e-06 -3.379e-37 0
10133.08166 1.72739e-06 -3.60422e-37 0
10133.94291 1.75031e-06 -3.84445e-37 0
10134.80416 1.77338e-06 -4.1007e-37 0
10135.66541 1.7966e-06 -4.37402e-37 0
10136.55615 1.82077e-06 -4.67622e-37 0
10137.44689 1.8451e-06 -4.99931e-37 0
10138.33763 1.86959e-06 -5.34472e-37 0
10139.22837 1.89423e-06 -5.71399e-37 0
10140.11911 1.91903e-06 -6.10878e-37 0
10141.04041 1.94485e-06 -6.54635e-37 0
10141.96172 1.97084e-06 -7.01527e-37 0
10142.88302 1.997e-06 -7.51777e-37 0
10143.80433 2.02333e-06 -8.05627e-37 0
10144.72563 2.04982e-06 -8.63334e-37 0
10145.67839 2.0774e-06 -9.27442e-37 0
10146.63116 2.10516e-06 -9.9631e-37 0
10147.58392 2.1331e-06 -1.07029e-36 0
10148.53668 2.16122e-06 -1.14977e-36 0
10149.48944 2.18953e-06 -1.23514e-36 0
10150.47472 2.21899e-06 -1.33023e-36 0
10151.45999 2.24864e-06 -1.43263e-36 0
10152.44527 2.27848e-06 -1.54292e-36 0
10153.43054 2.30852e-06 -1.6617e-36 0
10154.41582 2.33876e-06 -1.78962e-36 0
10155.43487 2.37023e-06 -1.93249e-36 0
10156.45392 2.40191e-06 -2.08677e-36 0
10157.47297 2.4338e-06 -2.25335e-36 0
10158.49202 2.46589e-06 -2.43324e-36 0
10159.51107 2.49819e-06 -2.62748e-36 0
10160.56495 2.53181e-06 -2.845e-36 0
10161.61884 2.56566e-06 -3.08052e-36 0
10162.67272 2.59972e-06 -3.33553e-36 0
10163.72661 2.63401e-06 -3.61166e-36 0
10164.78049 2.66852e-06 -3.91064e-36 0
10165.87024 2.70443e-06 -4.24634e-36 0
10166.95999 2.74059e-06 -4.61085e-36 0
10168.04974 2.77697e-06 -5.00664e-36 0
10169.13949 2.8136e-06 -5.43641e-36 0
10170.22924 2.85046e-06 -5.90307e-36 0
10171.35637 2.88884e-06 -6.42871e-36 0
10172.48351 2.92747e-06 -7.00116e-36 0
10173.61064 2.96635e-06 -7.62458e-36 0
10174.73778 3.00549e-06 -8.30351e-36 0
10175.86491 3.04488e-06 -9.04289e-36 0
10177.03044 3.08587e-06 -9.87806e-36 0
10178.19597 3.12714e-06 -1.07904e-35 0
10179.3615 3.16868e-06 -1.17869e-35 0
10180.52704 3.21049e-06 -1.28755e-35 0
10181.69257 3.25257e-06 -1.40646e-35 0
10182.89775 3.29636e-06 -1.5412e-35 0
10184.10293 3.34045e-06 -1.68884e-35 0
10185.30811 3.38482e-06 -1.85062e-35 0
10186.51329 3.42949e-06 -2.02791e-35 0
10187.71847 3.47445e-06 -2.22217e-35 0
10188.96485 3.52124e-06 -2.44304e-35 0
10190.21123 3.56835e-06 -2.68587e-35 0
10191.45761 3.61576e-06 -2.95283e-35 0
10192.70399 3.66349e-06 -3.24632e-35 0
10193.95038 3.71152e-06 -3.56898e-35 0
10195.23921 3.76152e-06 -3.93704e-35 0
10196.52804 3.81184e-06 -4.34305e-35 0
10197.81687 3.8625e-06 -4.79092e-35 0
10199.1057 3.91349e-06 -5.28499e-35 0
10200.39453 3.96481e-06 -5.82999e-35 0
10201.72738 4.01823e-06 -6.45394e-35 0
10203.06024 4.07201e-06 -7.14465e-35 0
10204.39309 4.12614e-06 -7.90928e-35 0
10205.72594 4.18062e-06 -8.75574e-35 0
10207.0588 4.23546e-06 -9.69279e-35 0
10208.43727 4.29255e-06 -1.07696e-34 0
10209.81574 4.35001e-06 -1.19659e-34 0
10211.19421 4.40786e-06 -1.32952e-34 0
10212.57268 4.46608e-06 -1.47721e-34 0
10213.95115 4.52469e-06 -1.64131e-34 0
10215.37684 4.58569e-06 -1.83061e-34 0
10216.80253 4.64711e-06 -2.04173e-34 0
10218.22822 4.70893e-06 -2.2772e-34 0
10219.65392 4.77115e-06 -2.53983e-34 0
10221.07961 4.83378e-06 -2.83274e-34 0
10222.55413 4.89898e-06 -3.17196e-34 0
10224.02865 4.96461e-06 -3.5518e-34 0
10225.50317 5.03068e-06 -3.97712e-34 0
10226.97769 5.09718e-06 -4.45337e-34 0
10228.45221 5.16412e-06 -4.98665e-34 0
10229.97715 5.23379e-06 -5.60675e-34 0
10231.5021 5.30393e-06 -6.30395e-34 0
10233.02704 5.37454e-06 -7.08784e-34 0
10234.55198 5.44561e-06 -7.9692e-34 0
10236.07693 5.51714e-06 -8.96016e-34 0
10237.65386 5.5916e-06 -1.01172e-33 0
10239.2308 5.66655e-06 -1.14237e-33 0
10240.80774 5.742e-06 -1.28989e-33 0
10242.38467 5.81795e-06 -1.45646e-33 0
10243.96161 5.8944e-06 -1.64454e-33 0
10245.59262 5.97398e-06 -1.86516e-33 0
10247.22364 6.05409e-06 -2.11538e-33 0
10248.85465 6.13474e-06 -2.39917e-33 0
10250.48567 6.21591e-06 -2.72103e-33 0
10252.11668 6.29762e-06 -3.08607e-33 0
10253.80332 6.38267e-06 -3.51618e-33 0
10255.48995 6.46828e-06 -4.00622e-33 0
10257.17659 6.55447e-06 -4.56457e-33 0
10258.86323 6.64122e-06 -5.20074e-33 0
10260.54986 6.72854e-06 -5.92557e-33 0
10262.29423 6.81944e-06 -6.78379e-33 0
10264.0386 6.91095e-06 -7.76633e-33 0
10265.78297 7.00306e-06 -8.89119e-33 0
10267.52734 7.09579e-06 -1.0179e-32 0
10269.27171 7.18912e-06 -1.16533e-32 0
10271.07595 7.28629e-06 -1.34079e-32 0
10272.8802 7.3841e-06 -1.54267e-32 0
10274.68444 7.48257e-06 -1.77495e-32 0
10276.48869 7.58169e-06 -2.04221e-32 0
10278.29293 7.68146e-06 -2.34972e-32 0
10280.15848 7.7853e-06 -2.71744e-32 0
10282.02403 7.88983e-06 -3.14272e-32 0
10283.88958 7.99505e-06 -3.63457e-32 0
10285.75513 8.10098e-06 -4.20341e-32 0
10287.62068 8.20759e-06 -4.86128e-32 0
10289.5504 8.3186e-06 -5.65256e-32 0
10291.48012 8.43035e-06 -6.57265e-32 0
10293.40984 8.54284e-06 -7.64251e-32 0
10295.33957 8.65608e-06 -8.88651e-32 0
10297.26929 8.77007e-06 -1.0333e-31 0
10299.26535 8.88874e-06 -1.20824e-31 0
10301.26142 9.00821e-06 -1.4128e-31 0
10303.25748 9.12848e-06 -1.65198e-31 0
10305.25355 9.24955e-06 -1.93162e-31 0
10307.24961 9.37141e-06 -2.25856e-31 0
10309.31418 9.49827e-06 -2.65621e-31 0
10311.37874 9.62599e-06 -3.12378e-31 0
10313.4433 9.75457e-06 -3.67354e-31 0
10315.50786 9.88399e-06 -4.31988e-31 0
10317.57243 1.00143e-05 -5.0797e-31 0
10319.7076 1.01499e-05 -6.00896e-31 0
10321.84277 1.02864e-05 -7.10771e-31 0
10323.97794 1.04238e-05 -8.4067e-31 0
10326.11311 1.05622e-05 -9.94217e-31 0
10328.24828 1.07015e-05 -1.17569e-30 0
10330.45714 1.08465e-05 -1.39892e-30 0
10332.66601 1.09925e-05 -1.66429e-30 0
10334.87487 1.11394e-05 -1.97969e-30 0
10337.08374 1.12874e-05 -2.35444e-30 0
10339.29261 1.14363e-05 -2.79958e-30 0
10341.57727 1.15913e-05 -3.34983e-30 0
10343.86193 1.17474e-05 -4.0072e-30 0
10346.14659 1.19045e-05 -4.79223e-30 0
10348.43125 1.20627e-05 -5.72932e-30 0
10350.71591 1.22219e-05 -6.8474e-30 0
10353.07955 1.23877e-05 -8.2361e-30 0
10355.44319 1.25546e-05 -9.90237e-30 0
10357.80684 1.27226e-05 -1.19005e-29 0
10360.17048 1.28918e-05 -1.42951e-29 0
10362.53412 1.3062e-05 -1.71631e-29 0
10364.97875 1.32393e-05 -2.07372e-29 0
10367.42338 1.34177e-05 -2.50406e-29 0
10369.86801 1.35974e-05 -3.02178e-29 0
10372.31265 1.37782e-05 -3.64414e-29 0
10374.75728 1.39602e-05 -4.39162e-29 0
10377.28611 1.41498e-05 -5.32592e-29 0
10379.81495 1.43406e-05 -6.45372e-29 0
10382.34379 1.45327e-05 -7.81373e-29 0
10384.87262 1.47261e-05 -9.45208e-29 0
10387.40146 1.49207e-05 -1.14236e-28 0
10390.0178 1.51234e-05 -1.38928e-28 0
10392.63413 1.53275e-05 -1.68782e-28 0
10395.25047 1.5533e-05 -2.04833e-28 0
10397.8668 1.57398e-05 -2.48315e-28 0
10400.48314 1.5948e-05 -3.00693e-28 0
10403.19033 1.61648e-05 -3.66357e-28 0
10405.89752 1.63831e-05 -4.45804e-28 0
10408.60471 1.66029e-05 -5.41791e-28 0
10411.3119 1.68241e-05 -6.57601e-28 0
10414.01909 1.70468e-05 -7.97128e-28 0
10416.82054 1.72788e-05 -9.72062e-28 0
10419.622 1.75123e-05 -1.18368e-27 0
10422.42345 1.77475e-05 -1.43927e-27 0
10425.22491 1.79841e-05 -1.7475e-27 0
10428.02636 1.82224e-05 -2.11863e-27 0
10430.92368 1.84704e-05 -2.58324e-27 0
10433.82101 1.87201e-05 -3.14469e-27 0
10436.71833 1.89715e-05 -3.82202e-27 0
10439.61565 1.92246e-05 -4.63778e-27 0
10442.51297 1.94793e-05 -5.61861e-27 0
10445.51132 1.97447e-05 -6.84551e-27 0
10448.50966 2.00118e-05 -8.32581e-27 0
10451.50801 2.02808e-05 -1.01087e-26 0
10454.50636 2.05515e-05 -1.22522e-26 0
10457.5047 2.08241e-05 -1.48246e-26 0
10460.6075 2.1108e-05 -1.80359e-26 0
10463.7103 2.13938e-05 -2.19023e-26 0
10466.8131 2.16816e-05 -2.65488e-26 0
10469.91589 2.19713e-05 -3.21226e-26 0
10473.01869 2.22629e-05 -3.87966e-26 0
10476.22932 2.25666e-05 -4.71064e-26 0
10479.43994 2.28724e-05 -5.7086e-26 0
10482.65057 2.31803e-05 -6.90483e-26 0
10485.86119 2.34902e-05 -8.33598e-26 0
10489.07182 2.38022e-05 -1.0045e-25 0
10492.39356 2.41271e-05 -1.21665e-25 0
10495.7153 2.44542e-05 -1.4707e-25 0
10499.03705 2.47836e-05 -1.77432e-25 0
10502.35879 2.51151e-05 -2.13649e-25 0
10505.68054 2.54488e-05 -2.56769e-25 0
10509.11656 2.57963e-05 -3.10116e-25 0
10512.55258 2.61462e-05 -3.73793e-25 0
10515.98861 2.64984e-05 -4.49651e-25 0
10519.42463 2.6853e-05 -5.39846e-25 0
10522.86066 2.721e-05 -6.46882e-25 0
10526.41676 2.75818e-05 -7.7894e-25 0
10529.97287 2.79562e-05 -9.36051e-25 0
10533.52898 2.83332e-05 -1.1226e-24 0
10537.08509 2.87126e-05 -1.34367e-24 0
10540.64119 2.90946e-05 -1.60516e-24 0
10544.32357 2.94928e-05 -1.92687e-24 0
10548.00595 2.98937e-05 -2.30833e-24 0
10551.68832 3.02973e-05 -2.75976e-24 0
10555.3707 3.07036e-05 -3.29294e-24 0
10559.05308 3.11126e-05 -3.92149e-24 0
10562.86178 3.15384e-05 -4.69107e-24 0
10566.67048 3.19672e-05 -5.60024e-24 0
10570.47919 3.23988e-05 -6.67222e-24 0
10574.28789 3.28334e-05 -7.93377e-24 0
10578.09659 3.32709e-05 -9.41558e-24 0
10582.0412 3.37269e-05 -1.12259e-23 0
10585.9858 3.41861e-05 -1.33571e-23 0
10589.93041 3.46484e-05 -1.58613e-23 0
10593.87502 3.51138e-05 -1.8798e-23 0
10597.81962 3.55823e-05 -2.22357e-23 0
10601.89949 3.60701e-05 -2.64138e-23 0
10605.97936 3.65613e-05 -3.1314e-23 0
10610.05923 3.70557e-05 -3.70501e-23 0
10614.1391 3.75535e-05 -4.3752e-23 0
10618.21897 3.80547e-05 -5.1568e-23 0
10622.44441 3.85771e-05 -6.10462e-23 0
10626.66985 3.91031e-05 -7.21228e-23 0
10630.89529 3.96327e-05 -8.50429e-23 0
10635.12073 4.01659e-05 -1.00085e-22 0
10639.34617 4.07026e-05 -1.17567e-22 0
10643.71995 4.12619e-05 -1.38677e-22 0
10648.09372 4.1825e-05 -1.63255e-22 0
10652.4675 4.23919e-05 -1.9182e-22 0
10656.84127 4.29627e-05 -2.24958e-22 0
10661.21505 4.35372e-05 -2.63331e-22 0
10665.74405 4.41362e-05 -3.09515e-22 0
10670.27305 4.47392e-05 -3.63096e-22 0
10674.80206 4.53463e-05 -4.25144e-22 0
10679.33106 4.59576e-05 -4.96868e-22 0
10683.86006 4.65729e-05 -5.79634e-22 0
10688.54643 4.72139e-05 -6.78804e-22 0
10693.23279 4.78592e-05 -7.9343e-22 0
10697.91915 4.8509e-05 -9.25684e-22 0
10702.60551 4.91631e-05 -1.07801e-21 0
10707.29188 4.98216e-05 -1.25315e-21 0
10712.14239 5.05078e-05 -1.4623e-21 0
10716.99291 5.11986e-05 -1.70316e-21 0
10721.84343 5.18942e-05 -1.98007e-21 0
10726.69395 5.25945e-05 -2.29788e-21 0
10731.54447 5.32994e-05 -2.662e-21 0
10736.57209 5.4035e-05 -3.09595e-21 0
10741.59972 5.47757e-05 -3.59404e-21 0
10746.62735 5.55213e-05 -4.16475e-21 0
10751.65497 5.62721e-05 -4.81757e-21 0
10756.6826 5.70279e-05 -5.56307e-21 0
10761.88913 5.78158e-05 -6.44763e-21 0
10767.09565 5.86092e-05 -7.45939e-21 0
10772.30217 5.9408e-05 -8.61467e-21 0
10777.5087 6.02122e-05 -9.93167e-21 0
10782.71522 6.10218e-05 -1.14306e-20 0
10788.10128 6.1865e-05 -1.32008e-20 0
10793.48734 6.27139e-05 -1.52182e-20 0
10798.8734 6.35687e-05 -1.75137e-20 0
10804.25946 6.44292e-05 -2.01214e-20 0
10809.64552 6.52956e-05 -2.3079e-20 0
10815.22522 6.61991e-05 -2.65651e-20 0
10820.80492 6.71088e-05 -3.0525e-20 0
10826.38462 6.80248e-05 -3.50158e-20 0
10831.96432 6.8947e-05 -4.01007e-20 0
10837.54402 6.98754e-05 -4.58493e-20 0
10843.32521 7.08438e-05 -5.26039e-20 0
10849.1064 7.18189e-05 -6.02515e-20 0
10854.88759 7.28007e-05 -6.88965e-20 0
10860.66878 7.37891e-05 -7.86539e-20 0
10866.44997 7.47843e-05 -8.96502e-20 0
10872.43195 7.58209e-05 -1.02509e-19 0
10878.41393 7.68647e-05 -1.1702e-19 0
10884.39591 7.79156e-05 -1.33368e-19 0
10890.3779 7.89737e-05 -1.51758e-19 0
10896.35988 8.00389e-05 -1.72417e-19 0
10902.55873 8.11502e-05 -1.96533e-19 0
10908.75758 8.22692e-05 -2.23662e-19 0
10914.95643 8.33958e-05 -2.54131e-19 0
10921.15529 8.45302e-05 -2.88303e-19 0
10927.35414 8.56722e-05 -3.26573e-19 0
10933.77787 8.68636e-05 -3.71111e-19 0
10940.2016 8.80633e-05 -4.21057e-19 0
10946.62533 8.92712e-05 -4.76984e-19 0
10953.04907 9.04874e-05 -5.39519e-19 0
10959.4728 9.17118e-05 -6.09343e-19 0
10966.12935 9.29891e-05 -6.90355e-19 0
10972.7859 9.42754e-05 -7.80928e-19 0
10979.44245 9.55704e-05 -8.82043e-19 0
10986.09901 9.68744e-05 -9.94771e-19 0
10992.75556 9.81872e-05 -1.12027e-18 0
10999.65271 9.95566e-05 -1.26543e-18 0
11006.54986 0.000100936 -1.42723e-18 0
11013.44701 0.000102324 -1.60734e-18 0
11020.34416 0.000103722 -1.80754e-18 0
11027.24131 0.00010513 -2.02979e-18 0
11034.38656 0.000106597 -2.28604e-18 0
11041.53181 0.000108076 -2.57084e-18 0
11048.67706 0.000109564 -2.88693e-18 0
11055.82231 0.000111063 -3.23728e-18 0
11062.96756 0.000112572 -3.62511e-18 0
11070.368 0.000114145 -4.07085e-18 0
11077.76843 0.000115729 -4.5648e-18 0
11085.16887 0.000117324 -5.11146e-18 0
11092.56931 0.00011893 -5.71566e-18 0
11099.96974 0.000120547 -6.38261e-18 0
11107.64697 0.000122236 -7.14831e-18 0
11115.32419 0.000123937 -7.99457e-18 0
11123.00142 0.00012565 -8.92865e-18 0
11130.67864 0.000127374 -9.95836e-18 0
11138.35587 0.00012911 -1.10921e-17 0
11146.30164 0.000130919 -1.23869e-17 0
11154.24741 0.000132741 -1.38138e-17 0
11162.19318 0.000134575 -1.53843e-17 0
11170.13895 0.000136422 -1.71108e-17 0
11178.08472 0.000138281 -1.90064e-17 0
11186.3216 0.000140222 -2.11691e-17 0
11194.55849 0.000142177 -2.35461e-17 0
11202.79538 0.000144144 -2.61557e-17 0
11211.03226 0.000146126 -2.9017e-17 0
11219.26915 0.000148121 -3.21506e-17 0
11227.80353 0.000150202 -3.57143e-17 0
11236.33791 0.000152298 -3.96211e-17 0
11244.87229 0.000154408 -4.38988e-17 0
11253.40667 0.000156533 -4.85772e-17 0
11261.94105 0.000158672 -5.3688e-17 0
11270.79901 0.000160908 -5.94962e-17 0
11279.65697 0.000163159 -6.58481e-17 0
11288.51493 0.000165426 -7.27866e-17 0
11297.37289 0.000167709 -8.03572e-17 0
11306.23085 0.000170007 -8.86083e-17 0
11315.41933 0.000172408 -9.79568e-17 0
11324.60781 0.000174825 -1.08156e-16 0
11333.79629 0.000177259 -1.1927e-16 0
11342.98477 0.000179711 -1.31368e-16 0
11352.17325 0.000182179 -1.44523e-16 0
11361.69761 0.000184754 -1.5938e-16 0
11371.22196 0.000187348 -1.7555e-16 0
11380.74631 0.00018996 -1.93128e-16 0
11390.27066 0.00019259 -2.12217e-16 0
11399.79501 0.000195239 -2.32925e-16 0
11409.65859 0.000198 -2.56232e-16 0
11419.52216 0.000200781 -2.81537e-16 0
11429.38574 0.000203581 -3.0898e-16 0
11439.24931 0.000206401 -3.38711e-16 0
11449.11289 0.00020924 -3.70886e-16 0
11459.34599 0.000212206 -4.07085e-16 0
11469.5791 0.000215193 -4.46296e-16 0
11479.8122 0.0002182 -4.88727e-16 0
11490.04531 0.000221229 -5.34594e-16 0
11500.27841 0.000224278 -5.84127e-16 0
11510.91586 0.00022747 -6.39847e-16 0
11521.55331 0.000230685 -7.00083e-16 0
11532.19077 0.000233922 -7.65133e-16 0
11542.82822 0.000237182 -8.35311e-16 0
11553.46567 0.000240464 -9.10948e-16 0
11564.47696 0.000243885 -9.95476e-16 0
11575.48825 0.00024733 -1.08664e-15 0
11586.49954 0.0002508 -1.18487e-15 0
11597.51084 0.000254294 -1.2906e-15 0
11608.52213 0.000257812 -1.40429e-15 0
11619.94125 0.000261486 -1.53131e-15 0
11631.36036 0.000265185 -1.66802e-15 0
11642.77948 0.000268911 -1.815e-15 0
11654.1986 0.000272663 -1.97288e-15 0
11665.61771 0.000276441 -2.14232e-15 0
11677.48384 0.000280394 -2.33162e-15 0
11689.34997 0.000284375 -2.53496e-15 0
11701.2161 0.000288384 -2.75318e-15 0
11713.08223 0.000292421 -2.98713e-15 0
11724.94836 0.000296487 -3.23774e-15 0
11737.26058 0.000300734 -3.51675e-15 0
11749.57281 0.000305012 -3.81585e-15 0
11761.88503 0.000309321 -4.1362e-15 0
11774.19726 0.000313659 -4.47898e-15 0
11786.50948 0.000318028 -4.84545e-15 0
11799.31223 0.000322602 -5.2536e-15 0
11812.11498 0.00032721 -5.69035e-15 0
11824.91773 0.00033185 -6.15728e-15 0
11837.72049 0.000336522 -6.65603e-15 0
11850.52324 0.000341228 -7.18832e-15 0
11863.81217 0.000346146 -7.77894e-15 0
11877.1011 0.0003511 -8.40975e-15 0
11890.39003 0.000356089 -9.08288e-15 0
11903.67896 0.000361113 -9.80057e-15 0
11916.96789 0.000366173 -1.05651e-14 0
11930.73143 0.00037145 -1.14099e-14 0
11944.49497 0.000376764 -1.23103e-14 0
11958.2585 0.000382117 -1.32693e-14 0
11972.02204 0.000387507 -1.42898e-14 0
11985.78558 0.000392936 -1.53748e-14 0
11999.54911 0.000398402 -1.65275e-14 0
12013.31265 0.000403906 -1.77512e-14 0
12027.07618 0.000409448 -1.90493e-14 0
12040.83972 0.000415028 -2.04252e-14 0
12055.56191 0.000421037 -2.19904e-14 0
12070.2841 0.00042709 -2.36536e-14 0
12085.00629 0.000433186 -2.54196e-14 0
12099.72848 0.000439325 -2.72931e-14 0
12114.45067 0.000445507 -2.92792e-14 0
12129.17286 0.000451733 -3.13831e-14 0
12143.89505 0.000458002 -3.36101e-14 0
12158.61724 0.000464315 -3.59656e-14 0
12173.33943 0.000470671 -3.84553e-14 0
12188.06162 0.00047707 -4.1085e-14 0
12202.78381 0.000483513 -4.38606e-14 0
12217.50601 0.000489999 -4.67883e-14 0
12232.2282 0.000496528 -4.98743e-14 0
