#Time TotalMass(kg) flux(inlet) flux(outlet)
12246.95039 0.000503101 -5.31252e-14 0
12261.67258 0.000509717 -5.65474e-14 0
12276.39477 0.000516376 -6.01479e-14 0
12291.11696 0.000523079 -6.39335e-14 0
12305.83915 0.000529825 -6.79114e-14 0
12320.56134 0.000536614 -7.20889e-14 0
12335.28353 0.000543447 -7.64735e-14 0
12350.00572 0.000550323 -8.10729e-14 0
12364.72791 0.000557243 -8.58947e-14 0
12379.4501 0.000564205 -9.09472e-14 0
12394.17229 0.000571212 -9.62383e-14 0
12408.89448 0.000578261 -1.01776e-13 0
12423.61667 0.000585354 -1.0757e-13 0
12438.33886 0.00059249 -1.13628e-13 0
12453.06105 0.00059967 -1.1996e-13 0
12467.78324 0.000606892 -1.26573e-13 0
12482.50543 0.000614159 -1.33478e-13 0
12497.22762 0.000621468 -1.40684e-13 0
12511.94981 0.000628821 -1.48201e-13 0
12526.672 0.000636218 -1.56037e-13 0
12541.3942 0.000643657 -1.64204e-13 0
12556.11639 0.00065114 -1.72712e-13 0
12570.83858 0.000658666 -1.8157e-13 0
12585.56077 0.000666236 -1.90789e-13 0
12600.28296 0.000673849 -2.0038e-13 0
12615.00515 0.000681506 -2.10354e-13 0
12629.72734 0.000689205 -2.20721e-13 0
12644.44953 0.000696948 -2.31494e-13 0
12659.17172 0.000704735 -2.42683e-13 0
12673.89391 0.000712565 -2.54299e-13 0
12688.6161 0.000720438 -2.66356e-13 0
12703.33829 0.000728354 -2.78863e-13 0
12718.06048 0.000736314 -2.91835e-13 0
12732.78267 0.000744317 -3.05282e-13 0
12747.50486 0.000752364 -3.19218e-13 0
12762.22705 0.000760453 -3.33655e-13 0
12776.94924 0.000768587 -3.48606e-13 0
12791.67143 0.000776763 -3.64083e-13 0
12806.39362 0.000784983 -3.801e-13 0
12821.11581 0.000793246 -3.9667e-13 0
12835.838 0.000801553 -4.13807e-13 0
12850.56019 0.000809903 -4.31525e-13 0
12865.28238 0.000818296 -4.49836e-13 0
12880.00458 0.000826733 -4.68755e-13 0
12894.72677 0.000835213 -4.88297e-13 0
12909.44896 0.000843736 -5.08475e-13 0
12924.17115 0.000852303 -5.29304e-13 0
12938.89334 0.000860913 -5.50799e-13 0
12953.61553 0.000869566 -5.72975e-13 0
12968.33772 0.000878263 -5.95845e-13 0
12983.05991 0.000887003 -6.19427e-13 0
12997.7821 0.000895787 -6.43734e-13 0
13012.50429 0.000904614 -6.68782e-13 0
13027.22648 0.000913484 -6.94587e-13 0
13041.94867 0.000922397 -7.21165e-13 0
13056.67086 0.000931354 -7.48531e-13 0
13071.39305 0.000940354 -7.76702e-13 0
13086.11524 0.000949398 -8.05693e-13 0
13100.83743 0.000958485 -8.35522e-13 0
13115.55962 0.000967615 -8.66204e-13 0
13130.28181 0.000976788 -8.97756e-13 0
13145.004 0.000986005 -9.30195e-13 0
13159.72619 0.000995266 -9.63538e-13 0
13174.44838 0.00100457 -9.97802e-13 0
13189.17057 0.00101392 -1.033e-12 0
13203.89277 0.00102331 -1.06916e-12 0
13218.61496 0.00103274 -1.10629e-12 0
13233.33715 0.00104222 -1.14441e-12 0
13248.05934 0.00105174 -1.18354e-12 0
13262.78153 0.0010613 -1.2237e-12 0
13277.50372 0.00107091 -1.2649e-12 0
13292.22591 0.00108056 -1.30716e-12 0
13306.9481 0.00109025 -1.3505e-12 0
13321.67029 0.00109999 -1.39495e-12 0
13336.39248 0.00110977 -1.4405e-12 0
13351.11467 0.00111959 -1.4872e-12 0
13365.83686 0.00112946 -1.53505e-12 0
13380.55905 0.00113937 -1.58407e-12 0
13395.28124 0.00114933 -1.63429e-12 0
13410.00343 0.00115932 -1.68572e-12 0
13424.72562 0.00116936 -1.73838e-12 0
13439.44781 0.00117945 -1.79229e-12 0
13454.17 0.00118957 -1.84747e-12 0
13468.89219 0.00119975 -1.90394e-12 0
13483.61438 0.00120996 -1.96172e-12 0
13498.33657 0.00122022 -2.02083e-12 0
13513.05876 0.00123052 -2.08128e-12 0
13527.78096 0.00124086 -2.14311e-12 0
13542.50315 0.00125125 -2.20632e-12 0
13557.22534 0.00126168 -2.27094e-12 0
13571.94753 0.00127215 -2.33699e-12 0
13586.66972 0.00128267 -2.40449e-12 0
13601.39191 0.00129323 -2.47346e-12 0
13616.1141 0.00130384 -2.54393e-12 0
13630.83629 0.00131448 -2.6159e-12 0
13645.55848 0.00132517 -2.6894e-12 0
13660.28067 0.00133591 -2.76446e-12 0
13675.00286 0.00134669 -2.84109e-12 0
13689.72505 0.00135751 -2.91931e-12 0
13704.44724 0.00136837 -2.99915e-12 0
13719.16943 0.00137928 -3.08063e-12 0
13733.89162 0.00139023 -3.16376e-12 0
13748.61381 0.00140122 -3.24858e-12 0
13763.336 0.00141226 -3.33509e-12 0
13778.05819 0.00142334 -3.42333e-12 0
13792.78038 0.00143447 -3.51331e-12 0
13807.50257 0.00144563 -3.60505e-12 0
13822.22476 0.00145684 -3.69858e-12 0
13836.94695 0.0014681 -3.79392e-12 0
13851.66915 0.0014794 -3.89109e-12 0
13866.39134 0.00149074 -3.99011e-12 0
13881.11353 0.00150212 -4.091e-12 0
13895.83572 0.00151355 -4.19379e-12 0
13910.55791 0.00152502 -4.2985e-12 0
13925.2801 0.00153654 -4.40515e-12 0
13940.00229 0.00154809 -4.51376e-12 0
13954.72448 0.00155969 -4.62435e-12 0
13969.44667 0.00157134 -4.73695e-12 0
13984.16886 0.00158303 -4.85158e-12 0
13998.89105 0.00159476 -4.96826e-12 0
14013.61324 0.00160653 -5.08701e-12 0
14028.33543 0.00161835 -5.20786e-12 0
14043.05762 0.00163021 -5.33083e-12 0
14057.77981 0.00164212 -5.45593e-12 0
14072.502 0.00165406 -5.5832e-12 0
14087.22419 0.00166606 -5.71266e-12 0
14101.94638 0.00167809 -5.84432e-12 0
14116.66857 0.00169017 -5.97822e-12 0
14131.39076 0.00170229 -6.11437e-12 0
14146.11295 0.00171445 -6.2528e-12 0
14160.83514 0.00172666 -6.39352e-12 0
14175.55733 0.00173891 -6.53657e-12 0
14190.27953 0.00175121 -6.68196e-12 0
14205.00172 0.00176355 -6.82972e-12 0
14219.72391 0.00177593 -6.97987e-12 0
14234.4461 0.00178835 -7.13243e-12 0
14249.16829 0.00180082 -7.28744e-12 0
14263.89048 0.00181333 -7.4449e-12 0
14278.61267 0.00182589 -7.60484e-12 0
14293.33486 0.00183849 -7.76729e-12 0
14308.05705 0.00185113 -7.93226e-12 0
14322.77924 0.00186381 -8.09979e-12 0
14337.50143 0.00187654 -8.26989e-12 0
14352.22362 0.00188931 -8.44259e-12 0
14366.94581 0.00190213 -8.61791e-12 0
14381.668 0.00191499 -8.79588e-12 0
14396.39019 0.00192789 -8.97651e-12 0
14411.11238 0.00194083 -9.15983e-12 0
14425.83457 0.00195382 -9.34586e-12 0
14440.55676 0.00196685 -9.53464e-12 0
14455.27895 0.00197993 -9.72617e-12 0
14470.00114 0.00199305 -9.92048e-12 0
14484.72333 0.00200621 -1.01176e-11 0
14499.44552 0.00201941 -1.03175e-11 0
14514.16772 0.00203266 -1.05203e-11 0
14528.88991 0.00204595 -1.0726e-11 0
14543.6121 0.00205929 -1.09346e-11 0
14558.33429 0.00207267 -1.11461e-11 0
14573.05648 0.00208609 -1.13605e-11 0
14587.77867 0.00209955 -1.15779e-11 0
14602.50086 0.00211306 -1.17983e-11 0
14617.22305 0.00212662 -1.20217e-11 0
14631.94524 0.00214021 -1.22482e-11 0
14646.66743 0.00215385 -1.24777e-11 0
14661.38962 0.00216753 -1.27103e-11 0
14676.11181 0.00218126 -1.2946e-11 0
14690.834 0.00219503 -1.31848e-11 0
14705.55619 0.00220884 -1.34268e-11 0
14720.27838 0.00222269 -1.3672e-11 0
14735.00057 0.00223659 -1.39203e-11 0
14749.72276 0.00225053 -1.41719e-11 0
14764.44495 0.00226452 -1.44267e-11 0
14779.16714 0.00227855 -1.46848e-11 0
14793.88933 0.00229262 -1.49462e-11 0
14808.61152 0.00230674 -1.52109e-11 0
14823.33371 0.00232089 -1.54789e-11 0
14838.05591 0.0023351 -1.57503e-11 0
14852.7781 0.00234934 -1.60251e-11 0
14867.50029 0.00236363 -1.63033e-11 0
14882.22248 0.00237796 -1.65849e-11 0
14896.94467 0.00239234 -1.68699e-11 0
14911.66686 0.00240676 -1.71585e-11 0
14926.38905 0.00242122 -1.74505e-11 0
14941.11124 0.00243573 -1.7746e-11 0
14955.83343 0.00245028 -1.80451e-11 0
14970.55562 0.00246487 -1.83478e-11 0
14985.27781 0.0024795 -1.86541e-11 0
15000 0.00249418 -1.89639e-11 0
15014.70588 0.00250889 -1.92771e-11 0
15029.41176 0.00252359 -1.95938e-11 0
15044.11765 0.0025383 -1.99143e-11 0
15058.82353 0.00255301 -2.02385e-11 0
15073.52941 0.00256771 -2.05663e-11 0
15088.23529 0.00258242 -2.08979e-11 0
15102.94118 0.00259713 -2.12333e-11 0
15117.64706 0.00261183 -2.15724e-11 0
15132.35294 0.00262654 -2.19154e-11 0
15147.05882 0.00264124 -2.22622e-11 0
15161.76471 0.00265595 -2.26128e-11 0
15176.47059 0.00267066 -2.29673e-11 0
15191.17647 0.00268536 -2.33257e-11 0
15205.88235 0.00270007 -2.3688e-11 0
15220.58824 0.00271478 -2.40543e-11 0
15235.29412 0.00272948 -2.44245e-11 0
15250 0.00274419 -2.47987e-11 0
15264.70588 0.00275889 -2.51768e-11 0
15279.41176 0.0027736 -2.55591e-11 0
15294.11765 0.00278831 -2.59453e-11 0
15308.82353 0.00280301 -2.63357e-11 0
15323.52941 0.00281772 -2.67301e-11 0
15338.23529 0.00283243 -2.71286e-11 0
15352.94118 0.00284713 -2.75313e-11 0
15367.64706 0.00286184 -2.79381e-11 0
15382.35294 0.00287654 -2.83492e-11 0
15397.05882 0.00289125 -2.87644e-11 0
15411.76471 0.00290596 -2.91838e-11 0
15426.47059 0.00292066 -2.96075e-11 0
15441.17647 0.00293537 -3.00354e-11 0
15455.88235 0.00295008 -3.04676e-11 0
15470.58824 0.00296478 -3.09042e-11 0
15485.29412 0.00297949 -3.1345e-11 0
15500 0.0029942 -3.17903e-11 0
15514.70588 0.0030089 -3.22398e-11 0
15529.41176 0.00302361 -3.26938e-11 0
15544.11765 0.00303831 -3.31522e-11 0
15558.82353 0.00305302 -3.3615e-11 0
15573.52941 0.00306773 -3.40823e-11 0
15588.23529 0.00308243 -3.4554e-11 0
15602.94118 0.00309714 -3.50303e-11 0
15617.64706 0.00311185 -3.55111e-11 0
15632.35294 0.00312655 -3.59964e-11 0
15647.05882 0.00314126 -3.64862e-11 0
15661.76471 0.00315597 -3.69807e-11 0
15676.47059 0.00317067 -3.74797e-11 0
15691.17647 0.00318538 -3.79834e-11 0
15705.88235 0.00320008 -3.84917e-11 0
15720.58824 0.00321479 -3.90047e-11 0
15735.29412 0.0032295 -3.95224e-11 0
15750 0.0032442 -4.00447e-11 0
15764.70588 0.00325891 -4.05718e-11 0
15779.41176 0.00327362 -4.11036e-11 0
15794.11765 0.00328832 -4.16402e-11 0
15808.82353 0.00330303 -4.21816e-11 0
15823.52941 0.00331774 -4.27278e-11 0
15838.23529 0.00333244 -4.32788e-11 0
15852.94118 0.00334715 -4.38347e-11 0
15867.64706 0.00336186 -4.43954e-11 0
15882.35294 0.00337656 -4.4961e-11 0
15897.05882 0.00339127 -4.55315e-11 0
15911.76471 0.00340598 -4.6107e-11 0
15926.47059 0.00342068 -4.66873e-11 0
15941.17647 0.00343539 -4.72727e-11 0
15955.88235 0.0034501 -4.7863e-11 0
15970.58824 0.0034648 -4.84583e-11 0
15985.29412 0.00347951 -4.90587e-11 0
16000 0.00349422 -4.96641e-11 0
16014.70588 0.00350892 -5.02745e-11 0
16029.41176 0.00352363 -5.08901e-11 0
16044.11765 0.00353834 -5.15107e-11 0
16058.82353 0.00355304 -5.21365e-11 0
16073.52941 0.00356775 -5.27674e-11 0
16088.23529 0.00358246 -5.34034e-11 0
16102.94118 0.00359716 -5.40447e-11 0
16117.64706 0.00361187 -5.46911e-11 0
16132.35294 0.00362658 -5.53427e-11 0
16147.05882 0.00364128 -5.59996e-11 0
16161.76471 0.00365599 -5.66617e-11 0
16176.47059 0.0036707 -5.73291e-11 0
16191.17647 0.0036854 -5.80018e-11 0
16205.88235 0.00370011 -5.86798e-11 0
16220.58824 0.00371482 -5.93631e-11 0
16235.29412 0.00372952 -6.00518e-11 0
16250 0.00374423 -6.07458e-11 0
16264.70588 0.00375894 -6.14452e-11 0
16279.41176 0.00377364 -6.215e-11 0
16294.11765 0.00378835 -6.28602e-11 0
16308.82353 0.00380306 -6.35759e-11 0
16323.52941 0.00381776 -6.4297e-11 0
16338.23529 0.00383247 -6.50236e-11 0
16352.94118 0.00384718 -6.57556e-11 0
16367.64706 0.00386188 -6.64932e-11 0
16382.35294 0.00387659 -6.72363e-11 0
16397.05882 0.0038913 -6.79849e-11 0
16411.76471 0.003906 -6.87391e-11 0
16426.47059 0.00392071 -6.94989e-11 0
16441.17647 0.00393542 -7.02643e-11 0
16458.79441 0.00395304 -7.11893e-11 0
16476.41235 0.00397066 -7.21224e-11 0
16494.03029 0.00398828 -7.30636e-11 0
16511.64822 0.0040059 -7.40129e-11 0
16529.26616 0.00402351 -7.49704e-11 0
16546.8841 0.00404113 -7.59361e-11 0
16564.50204 0.00405875 -7.69101e-11 0
16582.11998 0.00407637 -7.78922e-11 0
16599.73791 0.00409399 -7.88827e-11 0
16617.35585 0.00411161 -7.98815e-11 0
16634.97379 0.00412923 -8.08887e-11 0
16652.59173 0.00414685 -8.19042e-11 0
16670.20967 0.00416447 -8.2928e-11 0
16687.82761 0.00418209 -8.39604e-11 0
16705.44554 0.00419971 -8.50011e-11 0
16723.06348 0.00421733 -8.60503e-11 0
16740.68142 0.00423495 -8.7108e-11 0
16758.29936 0.00425257 -8.81743e-11 0
16775.9173 0.00427019 -8.92491e-11 0
16793.53524 0.00428781 -9.03324e-11 0
16811.15317 0.00430543 -9.14244e-11 0
16828.77111 0.00432304 -9.25249e-11 0
16846.38905 0.00434066 -9.36342e-11 0
16864.00699 0.00435828 -9.4752e-11 0
16881.62493 0.0043759 -9.58786e-11 0
16899.24287 0.00439352 -9.70139e-11 0
16916.8608 0.00441114 -9.81579e-11 0
16934.47874 0.00442876 -9.93106e-11 0
16952.09668 0.00444638 -1.00472e-10 0
16969.71462 0.004464 -1.01642e-10 0
16987.33256 0.00448162 -1.02822e-10 0
17004.9505 0.00449924 -1.0401e-10 0
17022.56843 0.00451686 -1.05206e-10 0
17040.18637 0.00453448 -1.06412e-10 0
17057.80431 0.0045521 -1.07627e-10 0
17075.42225 0.00456972 -1.0885e-10 0
17093.04019 0.00458734 -1.10083e-10 0
17110.65812 0.00460496 -1.11324e-10 0
17128.27606 0.00462258 -1.12575e-10 0
17145.894 0.0046402 -1.13834e-10 0
17163.51194 0.00465782 -1.15102e-10 0
17181.12988 0.00467544 -1.1638e-10 0
17198.74782 0.00469306 -1.17666e-10 0
17216.36575 0.00471068 -1.18962e-10 0
17233.98369 0.0047283 -1.20266e-10 0
17251.60163 0.00474592 -1.2158e-10 0
17269.21957 0.00476354 -1.22902e-10 0
17286.83751 0.00478116 -1.24234e-10 0
17304.45545 0.00479878 -1.25575e-10 0
17322.07338 0.0048164 -1.26925e-10 4.94066e-324
17339.69132 0.00483402 -1.28284e-10 1.97626e-323
17357.30926 0.00485164 -1.29653e-10 1.03754e-322
17374.9272 0.00486926 -1.3103e-10 4.79244e-322
17392.54514 0.00488688 -1.32417e-10 2.22824e-321
17410.16308 0.0049045 -1.33813e-10 1.03062e-320
17427.78101 0.00492212 -1.35218e-10 4.75538e-320
17445.39895 0.00493974 -1.36632e-10 2.1893e-319
17463.01689 0.00495736 -1.38056e-10 1.0058e-318
17480.63483 0.00497498 -1.39488e-10 4.61257e-318
17498.25277 0.0049926 -1.4093e-10 2.11212e-317
17515.8707 0.00501022 -1.42382e-10 9.65907e-317
17533.48864 0.00502785 -1.43842e-10 4.41246e-316
17551.10658 0.00504547 -1.45312e-10 2.01383e-315
17568.72452 0.00506309 -1.46791e-10 9.18377e-315
17586.34246 0.00508071 -1.48279e-10 4.18525e-314
17603.9604 0.00509833 -1.49777e-10 1.90617e-313
17621.57833 0.00511595 -1.51283e-10 8.67707e-313
17639.19627 0.00513357 -1.52799e-10 3.94802e-312
17656.81421 0.00515119 -1.54325e-10 1.79556e-311
17674.43215 0.00516881 -1.55859e-10 8.16297e-311
17692.05009 0.00518643 -1.57403e-10 3.70968e-310
17709.66803 0.00520405 -1.58957e-10 1.68529e-309
17727.28596 0.00522167 -1.60519e-10 7.65367e-309
17744.9039 0.00523929 -1.62091e-10 3.47477e-308
17762.52184 0.00525691 -1.63672e-10 1.57706e-307
17780.13978 0.00527453 -1.65263e-10 7.15553e-307
17797.75772 0.00529216 -1.66862e-10 3.24569e-306
17815.37566 0.00530978 -1.68471e-10 1.4718e-305
17832.99359 0.0053274 -1.7009e-10 6.67213e-305
17850.61153 0.00534502 -1.71717e-10 3.02385e-304
17868.22947 0.00536264 -1.73354e-10 1.37005e-303
17885.84741 0.00538026 -1.75e-10 6.20572e-303
17903.46535 0.00539788 -1.76656e-10 2.81016e-302
17921.08328 0.0054155 -1.78321e-10 1.27219e-301
17938.70122 0.00543312 -1.79995e-10 5.75783e-301
17956.31916 0.00545074 -1.81678e-10 2.60525e-300
17973.9371 0.00546837 -1.83371e-10 1.17849e-299
17991.55504 0.00548599 -1.85073e-10 5.32955e-299
18009.17298 0.00550361 -1.86784e-10 2.40958e-298
18026.79091 0.00552123 -1.88504e-10 1.08913e-297
18044.40885 0.00553885 -1.90234e-10 4.9216e-297
18062.02679 0.00555647 -1.91973e-10 2.22343e-296
18079.64473 0.00557409 -1.93721e-10 1.00422e-295
18097.26267 0.00559171 -1.95479e-10 4.53445e-295
18114.88061 0.00560934 -1.97245e-10 2.04697e-294
18132.49854 0.00562696 -1.99021e-10 9.23828e-294
18150.11648 0.00564458 -2.00806e-10 4.16833e-293
18167.73442 0.0056622 -2.026e-10 1.88029e-292
18185.35236 0.00567982 -2.04404e-10 8.47973e-292
18202.9703 0.00569744 -2.06217e-10 3.82324e-291
18220.58824 0.00571507 -2.08038e-10 1.72336e-290
18238.20617 0.00573269 -2.09869e-10 7.76631e-290
18255.82411 0.00575031 -2.1171e-10 3.49904e-289
18273.44205 0.00576793 -2.13559e-10 1.57608e-288
18291.05999 0.00578555 -2.15417e-10 7.09747e-288
18308.67793 0.00580317 -2.17285e-10 3.1954e-287
18326.29586 0.0058208 -2.19161e-10 1.43828e-286
18343.9138 0.00583842 -2.21047e-10 6.47233e-286
18361.53174 0.00585604 -2.22942e-10 2.91189e-285
18379.14968 0.00587366 -2.24846e-10 1.30975e-284
18396.76762 0.00589128 -2.26759e-10 5.88977e-284
18414.38556 0.00590891 -2.28681e-10 2.64794e-283
18432.00349 0.00592653 -2.30612e-10 1.19019e-282
18449.62143 0.00594415 -2.32552e-10 5.34845e-282
18467.23937 0.00596177 -2.34501e-10 2.40291e-281
18484.85731 0.00597939 -2.36459e-10 1.07932e-280
18502.47525 0.00599702 -2.38426e-10 4.84687e-280
18520.09319 0.00601464 -2.40402e-10 2.17608e-279
18537.71112 0.00603226 -2.42387e-10 9.76767e-279
18555.32906 0.00604988 -2.4438e-10 4.38338e-278
18572.947 0.0060675 -2.46383e-10 1.96667e-277
18590.56494 0.00608513 -2.48395e-10 8.82176e-277
18608.18288 0.00610275 -2.50415e-10 3.95625e-276
18625.80082 0.00612037 -2.52444e-10 1.77385e-275
18643.41875 0.00613799 -2.54482e-10 7.95156e-275
18661.03669 0.00615562 -2.56529e-10 3.56364e-274
18678.65463 0.00617324 -2.58585e-10 1.59676e-273
18696.27257 0.00619086 -2.60649e-10 7.15308e-273
18713.89051 0.00620848 -2.62723e-10 3.2037e-272
18731.50844 0.00622611 -2.64805e-10 1.43455e-271
18749.12638 0.00624373 -2.66895e-10 6.42225e-271
18766.74432 0.00626135 -2.68995e-10 2.87452e-270
18784.36226 0.00627897 -2.71103e-10 1.28633e-269
18801.9802 0.0062966 -2.73219e-10 5.75499e-269
18819.59814 0.00631422 -2.75345e-10 2.57423e-268
18837.21607 0.00633184 -2.77479e-10 1.15122e-267
18854.83401 0.00634947 -2.79621e-10 5.14726e-267
18872.45195 0.00636709 -2.81772e-10 2.30094e-266
18890.06989 0.00638471 -2.83932e-10 1.02835e-265
18907.68783 0.00640233 -2.861e-10 4.59505e-265
18925.30577 0.00641996 -2.88277e-10 2.05281e-264
18942.9237 0.00643758 -2.90462e-10 9.16891e-264
18960.54164 0.0064552 -2.92656e-10 4.09447e-263
18978.15958 0.00647283 -2.94858e-10 1.82805e-262
18995.77752 0.00649045 -2.97069e-10 8.16003e-262
19013.39546 0.00650807 -2.99287e-10 3.64172e-261
19031.0134 0.0065257 -3.01515e-10 1.62493e-260
19048.63133 0.00654332 -3.0375e-10 7.24893e-260
19066.24927 0.00656094 -3.05994e-10 3.23316e-259
19083.86721 0.00657857 -3.08247e-10 1.44176e-258
19101.48515 0.00659619 -3.10507e-10 6.42797e-258
19119.10309 0.00661381 -3.12776e-10 2.86528e-257
19136.72103 0.00663144 -3.15053e-10 1.27696e-256
19154.33896 0.00664906 -3.17338e-10 5.68983e-256
19171.9569 0.00666668 -3.19632e-10 2.53476e-255
19189.57484 0.00668431 -3.21933e-10 1.12899e-254
19207.19278 0.00670193 -3.24243e-10 5.02758e-254
19224.81072 0.00671955 -3.26561e-10 2.23843e-253
19242.42865 0.00673718 -3.28887e-10 9.96427e-253
19260.04659 0.0067548 -3.31221e-10 4.43469e-252
19277.66453 0.00677243 -3.33563e-10 1.97332e-251
19295.28247 0.00679005 -3.35913e-10 8.77909e-251
19312.90041 0.00680767 -3.38271e-10 3.90498e-250
19330.51835 0.0068253 -3.40637e-10 1.73662e-249
19348.13628 0.00684292 -3.43011e-10 7.72166e-249
19365.75422 0.00686055 -3.45392e-10 3.43269e-248
19383.37216 0.00687817 -3.47782e-10 1.52573e-247
19400.9901 0.00689579 -3.5018e-10 6.78013e-247
19418.60804 0.00691342 -3.52585e-10 3.01244e-246
19436.22598 0.00693104 -3.54998e-10 1.33819e-245
19453.84391 0.00694867 -3.57419e-10 5.94345e-245
19471.46185 0.00696629 -3.59848e-10 2.63924e-244
19489.07979 0.00698392 -3.62284e-10 1.17176e-243
19506.69773 0.00700154 -3.64728e-10 5.2014e-243
19524.31567 0.00701916 -3.6718e-10 2.30846e-242
19541.93361 0.00703679 -3.69639e-10 1.02435e-241
19559.55154 0.00705441 -3.72106e-10 4.54456e-241
19577.16948 0.00707204 -3.74581e-10 2.01586e-240
19594.78742 0.00708966 -3.77063e-10 8.94024e-240
19612.40536 0.00710729 -3.79553e-10 3.96425e-239
19630.0233 0.00712491 -3.8205e-10 1.7575e-238
19647.64123 0.00714254 -3.84554e-10 7.79029e-238
19665.25917 0.00716016 -3.87067e-10 3.45251e-237
19682.87711 0.00717779 -3.89586e-10 1.52981e-236
19700.49505 0.00719541 -3.92113e-10 6.77747e-236
19718.11299 0.00721304 -3.94647e-10 3.00206e-235
19735.73093 0.00723066 -3.97189e-10 1.32953e-234
19753.34886 0.00724829 -3.99738e-10 5.88706e-234
19770.9668 0.00726591 -4.02294e-10 2.6063e-233
19788.58474 0.00728354 -4.04858e-10 1.15366e-232
19806.20268 0.00730116 -4.07428e-10 5.10568e-232
19823.82062 0.00731879 -4.10006e-10 2.25921e-231
19841.43856 0.00733641 -4.12591e-10 9.99504e-231
19859.05649 0.00735404 -4.15183e-10 4.4212e-230
19876.67443 0.00737166 -4.17783e-10 1.95533e-229
19894.29237 0.00738929 -4.20389e-10 8.64628e-229
19911.91031 0.00740691 -4.23003e-10 3.82265e-228
19929.52825 0.00742454 -4.25623e-10 1.68977e-227
19947.14619 0.00744216 -4.28251e-10 7.46821e-227
19964.76412 0.00745979 -4.30885e-10 3.30015e-226
19982.38206 0.00747741 -4.33527e-10 1.45808e-225
20000 0.00749504 -4.36175e-10 6.44101e-225
20017.60563 0.00751265 -4.38828e-10 2.83806e-224
20035.21127 0.0075302 -4.41489e-10 1.25031e-223
20052.8169 0.00754769 -4.44156e-10 5.50737e-223
20070.42254 0.00756512 -4.4683e-10 2.42549e-222
20088.02817 0.00758249 -4.4951e-10 1.06804e-221
20105.6338 0.00759979 -4.52198e-10 4.7022e-221
20123.23944 0.00761703 -4.54892e-10 2.06989e-220
20140.84507 0.00763421 -4.57593e-10 9.11013e-220
20158.4507 0.00765133 -4.603e-10 4.00896e-219
20176.05634 0.00766839 -4.63014e-10 1.76389e-218
20193.66197 0.00768538 -4.65735e-10 7.75964e-218
20211.26761 0.00770231 -4.68462e-10 3.41306e-217
20228.87324 0.00771918 -4.71196e-10 1.50099e-216
20246.47887 0.00773599 -4.73936e-10 6.60004e-216
20264.08451 0.00775274 -4.76683e-10 2.90168e-215
20281.69014 0.00776942 -4.79436e-10 1.27552e-214
20299.29577 0.00778604 -4.82196e-10 5.60616e-214
20316.90141 0.0078026 -4.84962e-10 2.46368e-213
20334.50704 0.0078191 -4.87735e-10 1.08255e-212
20352.11268 0.00783554 -4.90514e-10 4.7562e-212
20369.71831 0.00785191 -4.93299e-10 2.08942e-211
20387.32394 0.00786822 -4.9609e-10 9.17806e-211
20404.92958 0.00788448 -4.98888e-10 4.03125e-210
20422.53521 0.00790066 -5.01692e-10 1.7705e-209
20440.14085 0.00791679 -5.04502e-10 7.77544e-209
20457.74648 0.00793286 -5.07319e-10 3.41451e-208
20475.35211 0.00794886 -5.10141e-10 1.49937e-207
20492.95775 0.0079648 -5.1297e-10 6.58366e-207
20510.56338 0.00798068 -5.15805e-10 2.8907e-206
20528.16901 0.0079965 -5.18645e-10 1.26915e-205
20545.77465 0.00801225 -5.21492e-10 5.57181e-205
20563.38028 0.00802794 -5.24345e-10 2.44597e-204
20580.98592 0.00804357 -5.27204e-10 1.07367e-203
20598.59155 0.00805914 -5.30069e-10 4.71252e-203
20616.19718 0.00807465 -5.3294e-10 2.06821e-202
20633.80282 0.0080901 -5.35817e-10 9.07597e-202
20651.40845 0.00810548 -5.38699e-10 3.98239e-201
20669.01408 0.0081208 -5.41588e-10 1.7472e-200
20686.61972 0.00813606 -5.44482e-10 7.66461e-200
20704.22535 0.00815126 -5.47382e-10 3.36188e-199
20721.83099 0.00816639 -5.50288e-10 1.47441e-198
20739.43662 0.00818147 -5.53199e-10 6.4654e-198
20757.04225 0.00819648 -5.56117e-10 2.83475e-197
20774.64789 0.00821143 -5.5904e-10 1.24272e-196
20792.25352 0.00822632 -5.61968e-10 5.44721e-196
20809.85915 0.00824114 -5.64903e-10 2.38734e-195
20827.46479 0.00825591 -5.67843e-10 1.04615e-194
20845.07042 0.00827061 -5.70788e-10 4.58365e-194
20862.67606 0.00828525 -5.73739e-10 2.00803e-193
20880.28169 0.00829983 -5.76696e-10 8.79566e-193
20897.88732 0.00831434 -5.79658e-10 3.85217e-192
20915.49296 0.0083288 -5.82625e-10 1.68688e-191
20933.09859 0.00834319 -5.85599e-10 7.38586e-191
20950.70423 0.00835752 -5.88577e-10 3.23339e-190
20968.30986 0.00837179 -5.91561e-10 1.41533e-189
20985.91549 0.008386 -5.9455e-10 6.19434e-189
21003.52113 0.00840014 -5.97545e-10 2.71065e-188
21021.12676 0.00841422 -6.00545e-10 1.18603e-187
21038.73239 0.00842824 -6.0355e-10 5.18865e-187
21056.33803 0.0084422 -6.0656e-10 2.26964e-186
21073.94366 0.0084561 -6.09576e-10 9.92659e-186
21091.5493 0.00846993 -6.12597e-10 4.34095e-185
21109.15493 0.00848371 -6.15623e-10 1.89807e-184
21126.76056 0.00849742 -6.18655e-10 8.29812e-184
