0.00114892 -0.746407 
0.00645161 -0.748725 
0.0126381 -0.751043 
0.0186478 -0.751043 
0.0244808 -0.760315 
0.0309324 -0.757997 
0.0369421 -0.767269 
0.0425983 -0.771905 
0.0473707 -0.757997 
0.0551480 -0.762633 
0.0610694 -0.748725 
0.0676977 -0.774223 
0.0723818 -0.771905 
0.0785683 -0.771905 
0.0846664 -0.767269 
0.0912947 -0.767269 
0.0966858 -0.762633 
0.103314 -0.762633 
0.108263 -0.771905 
0.114715 -0.776541 
0.121432 -0.781178 
0.126558 -0.778860 
0.132833 -0.790450 
0.139107 -0.790450 
0.145117 -0.774223 
0.151392 -0.797404 
0.157402 -0.804358 
0.163235 -0.802040 
0.169510 -0.797404 
0.175166 -0.804358 
0.181087 -0.813630 
0.187981 -0.822902 
0.193283 -0.820584 
0.199470 -0.822902 
0.205745 -0.825220 
0.211401 -0.834492 
0.217057 -0.836810 
0.223332 -0.853037 
0.229607 -0.834492 
0.236147 -0.843764 
0.241626 -0.818266 
0.247636 -0.827538 
0.253557 -0.825220 
0.258683 -0.832174 
0.265577 -0.825220 
0.271056 -0.825220 
0.277684 -0.836810 
0.283252 -0.848401 
0.288820 -0.848401 
0.295625 -0.857673 
0.300486 -0.855355 
0.307291 -0.855355 
0.312947 -0.859991 
0.318957 -0.871581 
0.324613 -0.869263 
0.331418 -0.885489 
0.337428 -0.883171 
0.342643 -0.897079 
0.348741 -0.894761 
0.354839 -0.906351 
0.361025 -0.908669 
0.366947 -0.908669 
0.372514 -0.915624 
0.378878 -0.920260 
0.384092 -0.922578 
0.391074 -0.936486 
0.397260 -0.950394 
0.402740 -0.966620 
0.407954 -0.961984 
0.414494 -0.982847 
0.421211 -0.989801 
0.426513 -1.00371 
0.432523 -1.00139 
0.438533 -1.01762 
0.444719 -1.03616 
0.450641 -1.05239 
0.456385 -1.06630 
0.463190 -1.08484 
0.468758 -1.09411 
0.474680 -1.12193 
0.481308 -1.14511 
0.487053 -1.15206 
0.492886 -1.17756 
0.498630 -1.21233 
0.504728 -1.23319 
0.511268 -1.27260 
0.517013 -1.30505 
0.523199 -1.33519 
0.529209 -1.38155 
0.534423 -1.43718 
0.540698 -1.48354 
0.546620 -1.55308 
0.552629 -1.64580 
0.559169 -1.72462 
0.565621 -1.85211 
0.571542 -1.99583 
0.577198 -2.18591 
0.582766 -2.47334 
0.589218 -2.97636 
0.594609 -4.12842 
0.599647 -10.0023 
