0.000883783 -0.753361 
0.00662837 -0.751043 
0.0128148 -0.755679 
0.0187362 -0.757997 
0.0243040 -0.762633 
0.0305789 -0.769587 
0.0358816 -0.771905 
0.0420681 -0.778860 
0.0485197 -0.769587 
0.0548829 -0.781178 
0.0606275 -0.788132 
0.0667256 -0.795086 
0.0727353 -0.797404 
0.0788334 -0.832174 
0.0843129 -0.855355 
0.0906761 -0.859991 
0.0967742 -0.873899 
0.102607 -0.892443 
0.108440 -0.915624 
0.114627 -0.929532 
0.120460 -0.950394 
0.127176 -0.975892 
0.133274 -0.994437 
0.139019 -1.02225 
0.145029 -1.04543 
0.151215 -1.07789 
0.157225 -1.10802 
0.163323 -1.15902 
0.168626 -1.19611 
0.174459 -1.26101 
0.181175 -1.32360 
0.187097 -1.40009 
0.192753 -1.49977 
0.198763 -1.62958 
0.204684 -1.80343 
0.210340 -2.06305 
0.216527 -2.47566 
0.222536 -3.28465 
0.228281 -5.13676 
0.234114 -8.90357 
0.240654 -10.0023 
